ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,What word best describes this sound? ,On a scale from 1 to 5 how loud was this sound?,What kind of sound is this? ,Other - What kind of sound is this? ,On a scale from 1 to 5 how loud was this sound? (from most faint to loudest),Is there anything else we need to know about this sound? ,Are you outdoors or indoors? ,"What level are you on?  (0 = ground, 9= 9th floor or higher)",x,y
215,5bf009c8-81e8-42c1-b14a-a9c4c31542aa,4/26/2022 6:22:56 AM,adsp22_mf3846,4/28/2022 9:51:46 AM,adsp22_mf3846,Cutlery clacking,,Human,,3,Lota of cutlery,Indoors,0,54.4358170891628,24.5227862262179
216,6bc06601-b0fc-4ad7-86a1-c0528b72cf14,4/26/2022 6:23:31 AM,adsp22_mim7995,4/26/2022 6:23:31 AM,adsp22_mim7995,AC,,Machine,,2,Floor or my dorm hallway ,Indoors,4,54.4345834541311,24.5236113228313
217,a05662c9-90b5-46c5-b1b6-0dfbbb6a8618,4/26/2022 6:25:11 AM,adsp22_mim7995,4/26/2022 6:25:11 AM,adsp22_mim7995,Insect sounds,,Natural,,3,Highline beside a5a,Outdoors,2,54.434556546036,24.5233455103727
218,916d05b6-bf42-429b-ac01-5ab081e36ac3,4/26/2022 6:25:52 AM,adsp22_mim7995,4/26/2022 6:25:52 AM,adsp22_mim7995,Car noises,,Machine,,4,Beside palms ,Outdoors,0,54.4339693121974,24.5239767314288
219,3206e30b-92ec-4202-b002-b8520812a5b9,4/26/2022 6:26:35 AM,adsp22_mim7995,4/26/2022 6:26:35 AM,adsp22_mim7995,Water fountains ,,Machine,,4,Beside a2,Outdoors,0,54.4337104902406,24.5244378803167
220,2320247c-289f-427d-b070-fa78d828fcf2,4/26/2022 7:50:40 AM,adsp22_mim7995,4/26/2022 7:50:40 AM,adsp22_mim7995,Friends ,,Human,,Loud 5,Friends talking after class beside palms ,Outdoors,0,54.4342097363553,24.5241500417238
221,56fbbf26-38ad-4ccc-86f6-62708e51bdac,4/26/2022 7:51:27 AM,adsp22_mim7995,4/26/2022 7:51:27 AM,adsp22_mim7995,Birds chirping ,,Natural,,Loud 5,Palms,Outdoors,0,54.4341469284406,24.5240947284856
222,57d83bad-c353-490c-bafc-64e440861640,4/26/2022 7:53:16 AM,adsp22_mim7995,4/26/2022 7:53:16 AM,adsp22_mim7995,Friend imitating a cat ,,Human,,Loud 5,Palms,Outdoors,0,54.4342105142006,24.5241151896009
223,f86bfb89-3a2a-4e7a-9726-6aa9c8109d1e,4/26/2022 8:39:13 AM,adsp22_mim7995,4/26/2022 8:39:13 AM,adsp22_mim7995,AC in dorm room ,,Machine,,4,,Indoors,4,54.4345601047154,24.523606340029
224,5094709f-3827-4110-98b7-10d3e89fb7b6,4/26/2022 9:08:48 AM,adsp22_kds490,4/26/2022 9:08:48 AM,adsp22_kds490,D2 Rush Hour ,,Human,,4,,Indoors,0,54.4355378137885,24.5230142461165
225,133cfb3b-aa06-4980-a265-fda67ac0624f,4/26/2022 9:08:49 AM,adsp22_kds490,4/26/2022 9:08:49 AM,adsp22_kds490,Clicking of keypads in library,,Human,,2,,Indoors,3,54.4345102516001,24.5242681986062
226,da3d2535-d49f-4567-ba80-6d753a7a3cd7,4/26/2022 9:20:07 AM,adsp22_ss13189,4/26/2022 9:20:07 AM,adsp22_ss13189,coughing,,Human,,2,,Indoors,3,54.4344206,24.5241277
227,6e8788b3-f8fb-4654-b469-cffa31d8ea24,4/26/2022 9:25:54 AM,adsp22_mim7995,4/26/2022 9:25:54 AM,adsp22_mim7995,Keyboard clicking  ,,Machine,,4,,Indoors,1,54.4338351678461,24.5239577516418
228,28752746-8b59-4166-9485-069d6861e550,4/26/2022 9:34:48 PM,adsp22_ntn6039,4/26/2022 9:34:48 PM,adsp22_ntn6039,Keyboard clicks,,Machine,,2,In the edit lab,Indoors,0,54.4356394647169,24.5237817488271
229,57fd3bae-fb43-4659-a218-9fe722c4d561,4/26/2022 9:35:27 PM,adsp22_ntn6039,4/26/2022 9:35:27 PM,adsp22_ntn6039,AC blasting,,Machine,,Faint 1,In art center,Indoors,0,54.4356089016034,24.52377097147
230,ebac71de-181c-4dc7-aefc-10aac8d2cd3c,4/27/2022 4:33:51 AM,adsp22_as13966,4/27/2022 4:33:51 AM,adsp22_as13966,Grass cutting,,Machine,,4,,Outdoors,2,54.4349101000041,24.5231506973733
231,b313add7-1396-4688-aa92-4002438eb341,4/27/2022 5:42:26 AM,ADFA19_nks369,4/27/2022 5:42:26 AM,ADFA19_nks369,ATM beeping,,Machine,,2,,Indoors,0,54.4341476597391,24.523957518059
232,71fc28c6-752f-4fc4-ae62-dcd4914bb222,4/27/2022 1:01:44 PM,adsp22_po524,4/27/2022 1:01:44 PM,adsp22_po524,The students in the lab are screaming ,,Human,,Loud 5,Something spillws,Indoors,0,54.4349136289864,24.5234756408259
233,46eec961-6c9c-4ffc-8eb5-fc60c081edfd,4/27/2022 1:01:45 PM,adsp22_po524,4/27/2022 1:01:45 PM,adsp22_po524,Motor sound,,Machine,,Faint 1,The sound of the elevator motor,Indoors,5,54.4344625472479,24.5227213043128
234,7e064628-1f82-44a3-9624-23cb98408b52,4/27/2022 2:11:33 PM,adsp22_kds490,4/27/2022 2:11:33 PM,adsp22_kds490,Birds outside sushi counter ,,Natural,,2,,Outdoors,0,54.4321006066591,24.5250702860495
235,44679929-8c9c-4d2a-8ca7-768688ab065a,4/27/2022 3:04:35 PM,adsp22_amd1139,4/27/2022 3:04:35 PM,adsp22_amd1139,Grill,,Machine,,3,D1,Indoors,0,54.4330310224263,24.5250187100143
237,3a2b7534-0518-4776-ad74-fb48e2b48b74,4/27/2022 3:59:10 PM,adsp22_as13966,4/27/2022 3:59:10 PM,adsp22_as13966,Emirates customer service waiting line,,Machine,,2,,Indoors,2,54.4352487262449,24.5224073733387
238,0d911d3b-f289-4481-899b-2607f0285b72,4/27/2022 5:48:21 PM,adsp22_ka1914,4/27/2022 5:48:21 PM,adsp22_ka1914,Air conditioning  ,,Machine,,Loud 5,The only thing I can hear.,Indoors,7,54.4343100368175,24.5230347874879
239,95f96d2e-0ade-4f94-8d8e-0b7278c837eb,4/27/2022 5:48:22 PM,adsp22_ka1914,4/27/2022 5:48:22 PM,adsp22_ka1914,Helicopter,,Machine,,4,A helicopter passed by campus,Indoors,7,54.4340072659044,24.5229066163612
240,499a27ac-fd0a-440b-88aa-4d446add0f3f,4/27/2022 9:07:41 PM,ADFA19_nks369,4/27/2022 9:07:41 PM,ADFA19_nks369,Flip flops,,Human,,2,,Indoors,3,54.4333180702804,24.5242940666434
241,04c37c9c-3816-4a37-a01e-b7a53f1ae895,4/28/2022 4:19:29 AM,adsp22_pk2269,4/28/2022 4:19:29 AM,adsp22_pk2269,oud music,,Machine,,3,,Indoors,0,54.4358451,24.5228263
242,0814d700-3a60-4a3c-9cf6-33a10a8632e6,4/28/2022 4:20:02 AM,adsp22_pk2269,4/28/2022 4:20:02 AM,adsp22_pk2269,cutlery,,Human,,Faint 1,,Indoors,0,54.4358479,24.5228315
243,426f7745-0f10-4b14-92b6-acd7af52406a,4/28/2022 4:21:09 AM,adsp22_pk2269,4/28/2022 4:21:09 AM,adsp22_pk2269,chair movement,,Human,,2,,Indoors,0,54.4358456,24.5228356
244,67d3dccf-8d60-4144-8b2c-b150cc89a234,4/28/2022 4:21:50 AM,adsp22_pk2269,4/28/2022 4:21:50 AM,adsp22_pk2269,stove,,Machine,,Faint 1,,Indoors,0,54.4358498,24.5228345
245,73e32518-8d7b-4090-8c8e-13070e434491,4/28/2022 4:22:23 AM,adsp22_pk2269,4/28/2022 4:22:23 AM,adsp22_pk2269,humans speaking,,Human,,2,,Indoors,0,54.4358521,24.5228372
246,6ed28dff-490e-4732-b488-557f01c7627e,4/28/2022 4:24:09 AM,adsp22_pk2269,4/28/2022 4:24:09 AM,adsp22_pk2269,my friend saying hello,,Human,,Faint 1,,Indoors,0,54.435853,24.5228358
247,2450b66f-e525-4fce-92a5-635305fb9031,4/28/2022 4:25:03 AM,adsp22_pk2269,4/28/2022 4:25:03 AM,adsp22_pk2269,glass,,Human,,Faint 1,i accidently hit a glass,Indoors,0,54.4358464,24.5228305
248,02eecb31-80cb-4f37-9496-9b7432bd4da4,4/28/2022 4:57:40 AM,adsp22_pk2269,4/28/2022 4:57:40 AM,adsp22_pk2269,server fans,,Machine,,Faint 1,,Indoors,0,54.4334161,24.5243959
249,291377bb-4c27-4891-acb3-ae05d2cbdd6e,4/28/2022 4:57:45 AM,adsp22_ka1914,4/28/2022 4:57:45 AM,adsp22_ka1914,Oriental music,,Machine,,4,,Indoors,0,54.4352857161038,24.5229604918748
250,0e2b4a21-cca4-43f5-838b-966f4766eee1,4/28/2022 4:58:08 AM,adsp22_pk2269,4/28/2022 4:58:08 AM,adsp22_pk2269,clock ticking,,Machine,,Faint 1,,Indoors,0,54.4334169,24.5243887
251,3a7cb86b-9004-4cbc-96ea-48fa288a789d,4/28/2022 4:59:35 AM,adsp22_gkm267,4/28/2022 4:59:35 AM,adsp22_gkm267,Clocks ticking,,Machine,,2,,Indoors,2,54.4342818424575,24.5239113660734
252,31cc8ec6-d60b-4e7c-9476-a801ef91c4e7,4/28/2022 4:59:36 AM,adsp22_gkm267,4/28/2022 4:59:36 AM,adsp22_gkm267,Exhaust fan,,Machine,,2,,Indoors,0,54.4344617565402,24.5236444322473
253,6da6c6cb-ac22-43ed-b8e0-58e93273d063,4/28/2022 4:59:37 AM,adsp22_gkm267,4/28/2022 4:59:37 AM,adsp22_gkm267,Sizzling,,Natural,,2,,Indoors,0,54.4346960573443,24.5235110317444
254,cd540484-b00c-4072-9dc4-f74d613f0978,4/28/2022 4:59:38 AM,adsp22_gkm267,4/28/2022 4:59:38 AM,adsp22_gkm267,Birds,,Natural,,2,,Outdoors,2,54.4351055797126,24.5225978097151
255,4567074b-a96d-4b7c-b1e9-0c16321347d7,4/28/2022 4:59:39 AM,adsp22_gkm267,4/28/2022 4:59:39 AM,adsp22_gkm267,Airplane,,Machine,,Faint 1,,Outdoors,,54.4349540938262,24.5227831521922
256,9cdaea7c-8bd0-4289-8473-f3669f6cad0d,4/28/2022 4:59:39 AM,adsp22_gkm267,4/28/2022 4:59:39 AM,adsp22_gkm267,Birds ,,Natural,,2,,Outdoors,,54.4340617783061,24.5242003230694
257,9572ca64-847d-4032-be53-099f21d9f843,4/28/2022 5:00:43 AM,adsp22_kds490,4/28/2022 5:00:43 AM,adsp22_kds490,Sprinklers on highline,,Machine,,2,,Outdoors,0,54.4341553934425,24.5235912921136
258,df916d22-dd81-4454-b24f-c0cd3f2f21d5,4/28/2022 5:01:51 AM,adsp22_mim7995,4/28/2022 6:17:34 AM,djw12_nyuad,AC,,Machine,,3,Welcome center ,Indoors,0,54.4339177794955,24.5235689818274
259,bdc7868e-f1c7-492c-9704-ce36fede601a,4/28/2022 5:06:07 AM,adsp22_pk2269,4/28/2022 5:06:07 AM,adsp22_pk2269,Professor DJW working,,Human,,Faint 1,,Indoors,0,54.4334159,24.5243831
260,5c78236f-17ba-4d32-a637-1ca775eff923,4/28/2022 5:06:40 AM,adsp22_pk2269,4/28/2022 5:06:40 AM,adsp22_pk2269,zipper opening,,Human,,Faint 1,from friend's backpack,Indoors,0,54.4334146,24.5243906
261,dd571663-5cd6-47d6-92d1-95b196c27e20,4/28/2022 5:06:59 AM,adsp22_mim7995,4/28/2022 5:06:59 AM,adsp22_mim7995,Clicking ,,,,4,Doors of welcome center ,Indoors,0,54.4338294295219,24.5246986576555
262,2619147d-37b6-4f3f-bd1e-cfe2166ca3e8,4/28/2022 5:07:23 AM,adsp22_mim7995,4/28/2022 5:07:23 AM,adsp22_mim7995,Professor speaking ,,Human,,Loud 5,A2,Indoors,0,54.4335619765239,24.5245157077775
263,cfeab2ac-b0d4-4915-a247-74e6cab56d52,4/28/2022 5:07:53 AM,adsp22_mim7995,4/28/2022 5:07:53 AM,adsp22_mim7995,Keyboard clicking ,,Machine,,4,Class A2,Indoors,0,54.4335618264428,24.5245271606892
264,9aed13ed-0c89-49ed-b882-1c4679e87263,4/28/2022 5:08:35 AM,adsp22_mim7995,4/28/2022 5:08:35 AM,adsp22_mim7995,Chairs moving ,,Machine,,4,A2 Class,Indoors,0,54.4335671888845,24.5245529704974
265,fa20fc93-6d04-4dff-ac86-7c8776a9ceb1,4/28/2022 5:09:23 AM,adsp22_mim7995,4/28/2022 5:09:23 AM,adsp22_mim7995,Knuckles cracking ,,Human,,4,Student cracking knuckles beside me in class,Indoors,0,54.4335633592652,24.524544885191
266,f81a764b-3151-4294-99a6-edd8a8c9bb99,4/28/2022 5:14:39 AM,adsp22_pk2269,4/28/2022 5:14:39 AM,adsp22_pk2269,door opening,,Human,,Faint 1,,Indoors,0,54.4334191,24.5244001
267,7587cbf7-adbb-4b67-8b70-0e06b6a2b780,4/28/2022 5:27:33 AM,adsp22_met448,4/28/2022 5:27:33 AM,adsp22_met448,Professor yelling,,Human,,Loud 5,A2 Building,Indoors,0,0,0
268,b3d6f996-d3ab-47d9-8b80-4297e8acf221,4/28/2022 5:28:18 AM,adsp22_met448,4/28/2022 5:28:18 AM,adsp22_met448,Somebody's phone messenger notification sound,,Machine,,3,A2,Indoors,0,0,0
269,42f94933-f29d-4f1d-a11f-ed047b499f9f,4/28/2022 6:14:50 AM,adsp22_mim7995,4/28/2022 6:14:50 AM,adsp22_mim7995,People moving around in class,,Human,,2,,Indoors,0,54.433553603389,24.5245470226434
270,ae157016-aad2-4b05-8a57-ba1adcb85041,4/28/2022 6:15:23 AM,adsp22_mim7995,4/28/2022 6:15:23 AM,adsp22_mim7995,Google calendar notification ,,Machine,,4,,Indoors,0,54.4335473996646,24.524558869367
271,0a555c53-002a-4ac5-bb44-95b0afd6facd,4/28/2022 6:55:55 AM,adsp22_mim7995,4/28/2022 6:55:55 AM,adsp22_mim7995,Someone yawning ,,Human,,2,In class ,Indoors,0,54.4335495472113,24.5245445002448
272,392cd852-9660-4fe5-82a8-1b076a62f527,4/28/2022 7:14:03 AM,adsp22_as13966,4/28/2022 7:14:03 AM,adsp22_as13966,Vacuum cleaner,,Machine,,Loud 5,,Indoors,3,54.4342459683278,24.5240798973999
273,dc667830-1743-42b8-b59e-7982db095ab0,4/28/2022 7:14:22 AM,adsp22_as13966,4/28/2022 7:14:22 AM,adsp22_as13966,Keyboard clicks,,Machine,,Faint 1,,Indoors,3,54.4342599919873,24.5240487858906
274,5b832eb7-5e85-49ff-8ee3-052e028c2bbe,4/28/2022 7:14:43 AM,adsp22_as13966,4/28/2022 7:14:43 AM,adsp22_as13966,Elevator arrived,,Machine,,2,,Indoors,3,54.4342348912706,24.5240748958364
275,92d97e75-e4b6-4950-a03d-b9108833cd23,4/28/2022 7:47:26 AM,adsp22_mim7995,4/28/2022 7:47:26 AM,adsp22_mim7995,Trolley ,,Machine,,4,Near A5,Outdoors,0,54.4342730613047,24.5237721271825
276,b55ff800-9394-4a66-87a1-a8b221084309,4/28/2022 7:48:49 AM,adsp22_mim7995,4/28/2022 7:48:49 AM,adsp22_mim7995,Elevator sounds ,,Machine,,4,A5,Indoors,0,54.4348930688377,24.5233962145732
277,1809074d-bffb-496d-a870-6a4dcb79c81d,4/28/2022 7:49:13 AM,adsp22_mim7995,4/28/2022 7:49:13 AM,adsp22_mim7995,Birds chirping ,,Natural,,Loud 5,Near A5A,Outdoors,2,54.4349438333291,24.5235627237576
278,cae49c3b-3d28-409c-b242-7b3a6ff7d2ac,4/28/2022 7:49:51 AM,adsp22_mim7995,4/28/2022 7:49:51 AM,adsp22_mim7995,Chattering ,,Human,,Faint 1,2 people talking far from me near A5A,Outdoors,2,54.4347494110293,24.523302465217
279,c6793d08-1e1a-41b7-89b0-f6a7a7ffeeb1,4/28/2022 7:51:27 AM,adsp22_mim7995,4/28/2022 7:51:27 AM,adsp22_mim7995,Closing and opening of electric doors in building,,Machine,,Loud 5,,Indoors,2,54.434366175732,24.5232495123065
280,538f2a32-52cc-4b27-94d2-06d5d9cb15bb,4/28/2022 7:52:21 AM,adsp22_mim7995,4/28/2022 7:52:21 AM,adsp22_mim7995,AC,,Machine,,2,Hallway of 4th floor A5A,Indoors,4,54.4347640203925,24.5235540693669
281,30cfe2ff-f405-4c1c-b09e-e9cc5b7d2e8c,4/28/2022 7:53:06 AM,adsp22_mim7995,4/28/2022 7:53:06 AM,adsp22_mim7995,AC in room ,,Machine,,3,,Indoors,4,54.4346031859549,24.523452913353
282,15d5084d-d4cd-4785-aa36-489c675d9307,4/28/2022 7:54:50 AM,adsp22_mim7995,4/28/2022 7:54:50 AM,adsp22_mim7995,Professor speaking on zoom ,,Human,,Loud 5,,Indoors,4,54.4344879722992,24.5234492442386
283,25ae37ff-0720-47ec-8d80-f19e79242127,4/28/2022 8:56:27 AM,adsp22_met448,4/28/2022 8:56:27 AM,adsp22_met448,Door opening,,other,Mechanical,2,C2 ,Indoors,0,0,0
284,362b1740-d24b-4f09-8026-1ee827cbb2cb,4/28/2022 8:56:52 AM,adsp22_met448,4/28/2022 8:56:52 AM,adsp22_met448,People talking,,Human,,Faint 1,"Murmuring, can't make out the words",Indoors,,0,0
285,cc01b3aa-ab79-4d35-8fb6-a8f1509eb9c8,4/28/2022 8:57:23 AM,adsp22_met448,4/28/2022 8:57:23 AM,adsp22_met448,Elevator button ding sounds,,Machine,,2,Pleasant ding,Indoors,0,0,0
286,ffc698e5-4048-4a50-8656-7db31b6e727a,4/28/2022 8:58:01 AM,adsp22_met448,4/28/2022 8:58:01 AM,adsp22_met448,Keys jangling,,other,Human yet not human ,Faint 1,Sounds like a whole bunch of keys jangling,Indoors,0,0,0
287,eece25fb-d2b7-4021-8c39-dbc04cc9d884,4/28/2022 8:58:36 AM,adsp22_met448,4/28/2022 8:58:36 AM,adsp22_met448,Whooshing of air conditioning,,Machine,,Faint 1,Continuous and uniform sound,Indoors,0,0,0
288,0b56000c-fd1b-4373-8242-15884ed28d03,4/28/2022 8:59:02 AM,adsp22_met448,4/28/2022 8:59:02 AM,adsp22_met448,Footsteps receding,,Human,,Faint 1,It sounds like someone is dragging their feet,Indoors,0,0,0
289,5752473d-6f36-426b-8171-64521fa8ecc3,4/28/2022 8:59:47 AM,adsp22_met448,4/28/2022 8:59:47 AM,adsp22_met448,Skateboard,,Human,,Loud 5,A rolling sound with ups and downs,Indoors,0,0,0
290,40534492-71b8-4b22-8aab-15087cbe89cf,4/28/2022 9:00:10 AM,adsp22_met448,4/28/2022 9:00:10 AM,adsp22_met448,Crying baby ,,Human,,3,Punctuated by sobs and whines,Indoors,0,0,0
291,ed7aebe4-2ba8-4a85-84b9-332445125e74,4/28/2022 9:00:31 AM,adsp22_met448,4/28/2022 9:00:31 AM,adsp22_met448,ATM Buttons,,Machine,,2,,Indoors,,0,0
292,a5ab2a39-4fa4-4dea-8d82-d4cfd57fa82e,4/28/2022 9:00:49 AM,adsp22_met448,4/28/2022 9:00:49 AM,adsp22_met448,ATM Cash Whirring,,Machine,,4,,Indoors,0,0,0
293,da18fc24-66c8-453d-81f5-487a12625088,4/28/2022 9:01:51 AM,adsp22_met448,4/28/2022 9:01:51 AM,adsp22_met448,Paper flapping,,Human,,Faint 1,"Somebody using the printer, possibly drying ink?",Indoors,0,0,0
294,5e40ed4e-72ba-4dd0-8784-ba56a188cda9,4/28/2022 9:02:19 AM,adsp22_met448,4/28/2022 9:02:19 AM,adsp22_met448,Birds chirping ,,Natural,,Faint 1,,Indoors,0,0,0
295,cef30f70-0317-4c23-8977-3bc992da7771,4/28/2022 9:02:52 AM,adsp22_met448,4/28/2022 9:02:52 AM,adsp22_met448,Creaking of the sofa,,Human,,Faint 1,Sound of someone settling down onto the sofa,Indoors,0,0,0
296,20a36a84-6cc7-476b-8bbd-290f7b059db8,4/28/2022 9:03:37 AM,adsp22_met448,4/28/2022 9:03:37 AM,adsp22_met448,Quick shuffling,,Human,,2,Quick shuffling of feet,Indoors,0,0,0
297,249e96c9-5506-428a-8024-25e329fcc3f9,4/28/2022 9:04:37 AM,adsp22_met448,4/28/2022 9:04:37 AM,adsp22_met448,Elevator automated voice,,Machine,,2,""Going up"" ""Going down"",Indoors,0,0,0
298,51f26caf-121c-4e45-84fc-2e8e4df30cb6,4/28/2022 9:05:00 AM,adsp22_met448,4/28/2022 9:05:00 AM,adsp22_met448,Clacking,,Human,,Faint 1,Clacking of high heeled shoes,Indoors,0,0,0
299,4d18d31d-0966-46ff-866e-3b84749ba5f7,4/28/2022 9:05:28 AM,adsp22_met448,4/28/2022 9:05:28 AM,adsp22_met448,Tapping,,Human,,Loud 5,Somebody tapping their pen against a hard surface,Indoors,0,0,0
300,145d2e49-a9c0-4522-894a-22c922633ca5,4/28/2022 9:09:06 AM,adsp22_met448,4/28/2022 9:09:06 AM,adsp22_met448,Faint music,,Human,,Faint 1,Someones headphones are turned up too loud,Indoors,,0,0
301,8c3b23cb-88bf-4fcf-8a67-897d25cb342e,4/28/2022 9:09:30 AM,adsp22_met448,4/28/2022 9:09:30 AM,adsp22_met448,Echoes of voices,,Human,,Loud 5,Class ending time as people pour into C2,Indoors,,0,0
302,bb4eb294-dcae-4bef-8eca-ea52d8498063,4/28/2022 9:10:03 AM,adsp22_met448,4/28/2022 9:10:03 AM,adsp22_met448,Crash,,Human,,4,Someone crashing into the elevator to stop it from closing,Indoors,,0,0
303,3b0f6ccc-f2f4-4d3f-8772-789dfb22151d,4/28/2022 9:11:26 AM,adsp22_met448,4/28/2022 9:11:26 AM,adsp22_met448,Clanking,,other,Mechanical,4,Service trolley crossing the threshold from inside to out,Indoors,0,0,0
304,ba21fd1f-31d1-4db1-883f-9be7793e6061,4/28/2022 9:15:07 AM,adsp22_met448,4/28/2022 9:15:07 AM,adsp22_met448,Faint laughter,,Human,,2,,Outdoors,0,0,0
305,ca867654-be08-4027-816f-d8eb8526b874,4/28/2022 9:17:37 AM,adsp22_met448,4/28/2022 9:17:37 AM,adsp22_met448,Door closing,,Human,,2,,Indoors,0,0,0
306,aff4c4a0-ada5-4ba2-88ba-5b15abc7151d,4/28/2022 9:18:54 AM,adsp22_met448,4/28/2022 9:18:54 AM,adsp22_met448,Keyboard typing,,Human,,Faint 1,,Indoors,0,0,0
307,b9a56d73-5aaf-45e2-8fd5-15793e34f476,4/28/2022 9:19:13 AM,adsp22_met448,4/28/2022 9:19:13 AM,adsp22_met448,Zipper,,Human,,Faint 1,,Indoors,0,0,0
308,50c6bddf-7967-4c71-8dbc-152855741d23,4/28/2022 9:19:37 AM,adsp22_met448,4/28/2022 9:19:37 AM,adsp22_met448,Facetime ringtone,,Machine,,4,,Indoors,0,0,0
309,75fe586c-0943-4f67-831b-1dbfe51dd49e,4/28/2022 9:20:14 AM,adsp22_met448,4/28/2022 9:20:14 AM,adsp22_met448,Bag sliding,,Human,,Faint 1,Bag slides across the table,Indoors,0,0,0
310,17ff5d81-05c5-4b54-8f4b-66bad3da0d32,4/28/2022 9:20:41 AM,adsp22_met448,4/28/2022 9:20:41 AM,adsp22_met448,Scraping,,Human,,2,Chair scraping back against the floor,Indoors,0,0,0
311,65456a16-9d7a-4351-82e0-d778d71378f1,4/28/2022 9:21:16 AM,adsp22_met448,4/28/2022 9:21:16 AM,adsp22_met448,Squeaking,,Human,,2,Squeaking of overly new sneakers,Indoors,0,0,0
312,15b99fef-d98e-4b3e-87b8-64a654ddae67,4/28/2022 9:48:13 AM,adsp22_mf3846,4/28/2022 9:49:10 AM,adsp22_mf3846,Instrument clicking,,Machine,,2,,Indoors,0,54.4335427962078,24.5253884770801
313,a4f3cffa-29dd-444c-8bb3-6d139a4e58c3,4/28/2022 9:50:45 AM,adsp22_mf3846,4/28/2022 9:51:09 AM,adsp22_mf3846,microwave beeps,,Machine,,Loud 5,,Indoors,3,54.4346880994568,24.5235802660718
314,3b7a3615-fee4-465f-af8f-a815027998fa,4/28/2022 9:52:39 AM,adsp22_mf3846,4/28/2022 9:54:16 AM,adsp22_mf3846,sound of quiet,,other,"sounds are rare and distant, mostly talking humans",Faint 1,library,Indoors,3,54.4346653006802,24.5243202692032
315,128f9da2-5a07-45d7-8e80-e26c60c6963b,4/28/2022 9:54:17 AM,adsp22_mf3846,4/28/2022 9:54:38 AM,adsp22_mf3846,music,,Machine,,3,arts center vibes,Indoors,0,54.4356738112695,24.5233100082765
316,96b8a5f4-5b85-456a-95a5-eaf810f1e286,4/28/2022 1:25:47 PM,adsp22_as13966,4/28/2022 1:25:47 PM,adsp22_as13966,People working out,,Human,,3,,Indoors,1,54.434678178617,24.5246027704244
317,f5b818e1-0353-48c8-83c7-583c7864d62d,4/29/2022 12:03:50 AM,ADFA19_nks369,4/29/2022 12:03:50 AM,ADFA19_nks369,Roommate sipping on tea,,Human,,Faint 1,,Indoors,3,54.4333198058195,24.5242017992811
318,058c3a1f-e81d-4055-8666-492a64983477,4/29/2022 2:21:15 AM,adsp22_mim7995,4/29/2022 2:21:15 AM,adsp22_mim7995,Grasshoppers ,,Natural,,Loud 5,Amphitheater 12am,Outdoors,0,54.4343397502669,24.5235109754024
319,f2b83352-bb15-49f0-a615-540c2dfe8ca4,4/29/2022 4:09:01 PM,adsp22_as13966,4/29/2022 4:09:01 PM,adsp22_as13966,Paper printing,,Machine,,2,,Indoors,2,54.4352939571509,24.5229910228003
320,ddc2bc41-b66f-4a60-9e9a-0923e9d19bed,4/29/2022 4:09:29 PM,adsp22_as13966,4/29/2022 4:09:29 PM,adsp22_as13966,Students partying Friday night,,Human,,4,,Indoors,2,54.4350169509955,24.5228382111404
321,c6b81922-a21d-4f18-8271-eaf19bf566df,4/29/2022 4:11:38 PM,adsp22_as13966,4/29/2022 4:11:38 PM,adsp22_as13966,Humans arguing,,Human,,Faint 1,,Indoors,2,54.4349963325249,24.5228262588084
322,1d211d14-1060-4572-bd1d-7cb35a24ac03,4/30/2022 7:33:39 AM,adsp22_ka1914,4/30/2022 7:33:39 AM,adsp22_ka1914,birds chirping,,Natural,,4,,Outdoors,0,54.4350866191447,24.5225477559497
323,4cff3205-f24d-4f97-a878-add5d499dc5f,4/30/2022 1:16:57 PM,ADFA19_nks369,4/30/2022 1:16:57 PM,ADFA19_nks369,Sigh,,Human,,Faint 1,A student working on capstone sighed ,Indoors,0,54.4348276003964,24.524475438951
324,4f72ade5-b051-4f86-9b24-e9f24c278459,4/30/2022 3:53:39 PM,adsp22_as13966,4/30/2022 3:53:39 PM,adsp22_as13966,Day mart cashier selling ,,Machine,,2,,Indoors,1,54.4342406846067,24.5239461252872
325,0cc53fbf-2072-4fa5-bbc8-0aefdc1c28e6,4/30/2022 3:54:09 PM,adsp22_as13966,4/30/2022 3:54:09 PM,adsp22_as13966,Convince store refrigerator ,,Machine,,3,,Indoors,1,54.4346640890069,24.5236891505281
326,e37cad44-cc2a-47e6-8838-99f8c83298f8,4/30/2022 10:20:05 PM,adsp22_pk2269,4/30/2022 10:20:05 PM,adsp22_pk2269,air con,,Machine,,Faint 1,,Indoors,6,54.4332541,24.5246393
327,6e65d6b0-36b9-462c-b39f-6fd486313912,5/1/2022 12:30:59 AM,ADFA19_nks369,5/1/2022 12:30:59 AM,ADFA19_nks369,Birds chirping ,,Natural,,2,,Outdoors,3,54.4333246970248,24.524301176788
328,70127bad-0477-4770-8ed0-73c96a02af01,5/1/2022 7:11:25 AM,adsp22_as13966,5/1/2022 7:11:25 AM,adsp22_as13966,Kids playing on the playground,,Human,,2,,Outdoors,2,54.43497789563,24.5237361189377
329,7e8d2180-2a61-472d-b2f8-bc2b750678b4,5/1/2022 7:11:41 AM,adsp22_as13966,5/1/2022 7:11:41 AM,adsp22_as13966,Spotify music,,Machine,,4,,Indoors,2,54.4349700453926,24.5237257637836
